Name,Graves Disease,Head Injury,Lymphocyte Counts,Eosinophil Counts,MedicationUseThyroidPreparation,Hypothyroidism,HashimotoThyroiditis,PediatricAsthma,MedicationUseGlucocorticoids,MedicationUseAdrenergicsInhalants,AtopicDermatitis,BasophilCount,MonocyteCount,AspartateAminotransferaseLevels,AcuteGlomeruloNephritis,CerebralAneurysm,SystolicBloodPressure,MeanArterialPressure,PulmonaryFibrosis,Pleurisy,ChronicHepatitisCInfection,MeanCorpuscularHemoglobin,MeanCorpuscularHemoglobinConcentration,MeanCorpuscularVolume,RedBloodCellCount,Hemoglobin,HemoglobinA1cLevels,PlateletCount,ChronicHeartFailure,MedicationUseAgentsActingOnTheReninAngiotensinSystem,UnstableAnginaPectoris,StableAnginaPectoris,MyocardialInfarction,DiastolicBloodPressure,Height,CompressionFracture,StevensJohnsonSyndrome,CesarianSection,GastricCancer,BreastCancer,BloodUreaNitrogenLevels,SerumCreatinineLevels,ProstateCancer,GammaGlutamylTranspeptidase,CalciumLevels,SerumUricAcidLevels,Type1Diabetes,Type2Diabetes,GlucoseLevels,MedicationUseDrugsUsedInDiabetes,ChronicPancreatitis,PolycysticKidneyDisease,BodyMassIndex,BackPain,MedicationUseAntiInflammatoryAndAntiRheumaticProductsNonSteroids,PulsePressure,MedicationUseCalciumChannelBlockers,AlanineAminotransferaseLevels,TotalCholestrolLevels
(Fetal) Fibroblast General 5,0.974077899,0.088217016,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.489633836,0.999999999,0.999912891,0.723356273,0.570522961,0.999992392,0.999997634,0.379110923,0.579851931,0.240091698,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.890702418,0.999993755,0.985842274,0.999915887,0.999999952,0.999996359,0.099589667,0.662826853,0.413432516,0.658441291,0.997667889,0.999524326,0.999977492,1,0.995938376,0.999967953,0.999999802,0.999992186,0.996111174,0.956635067,0.999997984,0.971981326,0.295975349,0.331109892,0.639237425,0.465817399,0.427426376,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Mesangial 1,0.977211261,0.158483389,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.790616779,0.008665402,0.530316219,0.999997634,0.443291246,0.294296912,0.081360169,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.575829858,0.866456987,0.483580072,0.834093737,0.091239006,0.064813587,0.000969799,0.662826853,0.744384305,0.643119281,0.849147038,0.88470378,0.999977492,1,0.573510138,0.999967953,0.999999802,0.999992186,0.996111174,0.90036358,0.999997984,0.971981326,0.132451103,0.261165882,0.856535545,0.430905773,0.499969314,0.929154628,0.999999649,0.999998434,0.999920349
(Fetal) Mesangial 2,0.971659314,0.331837973,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.757145306,0.600152866,0.999992392,0.999997634,0.515554848,0.508078187,0.0842302,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.639464899,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.016378015,0.630132292,0.438412268,0.569788881,0.849147038,0.65376336,0.999977492,1,0.821200368,0.999967953,0.999999802,0.999992186,0.996111174,0.661626681,0.999997984,0.89503805,0.142847059,0.523635977,0.859103879,0.430905773,0.724371941,0.778103761,0.999999649,0.999998434,0.999920349
(Fetal) Fibro Splenic,0.860684744,0.279107231,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.723356273,0.497133783,0.999992392,0.999997634,0.437101968,0.579851931,0.114700573,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.639464899,0.866456987,0.999942835,0.999915887,0.910605251,0.999996359,0.024412734,0.752686331,0.449299524,0.643119281,0.849147038,0.999524326,0.999977492,1,0.871264632,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.132451103,0.098066257,0.619963587,0.552923915,0.665418284,0.883567937,0.999999649,0.999998434,0.999920349
(Fetal) Fibro Muscle 1,0.913975098,0.203970846,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.757145306,0.151611734,0.999992392,0.999997634,0.505585781,0.579851931,0.030327756,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.001045789,0.630567602,0.861275519,0.538401647,0.958249916,0.532493006,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.186464428,0.174020698,0.903959692,0.543728677,0.665418284,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Fibro Gastro-Intestinal,0.974077899,0.182597801,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.889243108,0.063340128,0.999992392,0.999997634,0.515554848,0.592901882,0.328352296,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.935799186,0.999993755,0.985842274,0.999915887,0.80698519,0.999996359,0.002483611,0.662826853,0.538186439,0.603659438,0.913869002,0.957789241,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.184245575,0.072568104,0.797813026,0.430905773,0.741623485,0.778103761,0.999999649,0.999998434,0.999920349
(Fetal) Fibro Placental 1,0.974077899,0.13275255,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.845906435,0.999999999,0.999912891,0.616825506,0.105131016,0.999992392,0.999997634,0.442305391,0.508078187,0.328352296,0.999860706,0.993901507,0.999996815,0.999999994,1,0.834276396,0.999999751,0.554110596,0.866456987,0.985842274,0.834093737,0.344200476,0.999996359,0.04625496,0.662826853,0.413432516,0.724388373,0.849147038,0.962301364,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.90036358,0.999997984,0.971981326,0.415120795,0.308662338,0.960755267,0.552923915,0.674302148,0.675433696,0.999999649,0.999998434,0.999920349
(Fetal) Endothelial General 3,0.870600936,0.114848505,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.876135806,0.999999999,0.999912891,0.616825506,0.432391982,0.530316219,0.879093382,0.467940001,0.579851931,0.240091698,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.849571918,0.866456987,0.999942835,0.999915887,0.840623559,0.064813587,0.156871738,0.392860341,0.413432516,0.643119281,0.849147038,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.512298839,0.284287803,0.768946172,0.405655984,0.724371941,0.929154628,0.999999649,0.999998434,0.999920349
(Fetal) Cardiac Fibroblast,0.974077899,0.21112692,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.975019551,0.999999999,0.999912891,0.616825506,0.071842293,0.850723215,0.999997634,0.698404744,0.579851931,0.0842302,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.092640186,0.999993755,0.999942835,0.999915887,0.158960576,0.183315684,1.17E-05,0.392860341,0.413432516,0.538401647,0.997667889,0.532493006,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.142847059,0.209382808,0.960755267,0.552923915,0.674302148,0.854549296,0.999999649,0.999998434,0.999920349
(Adult) Smooth Muscle Colon 1,0.741604864,0.038961275,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.419888454,0.890358736,0.999309934,0.944647362,0.865538419,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.976627747,0.99999998,0.125671859,0.937142063,0.246479284,0.59518206,0.801775026,0.308169944,3.76E-05,0.169071237,0.558057894,0.499071726,0.841149319,0.333854769,0.999989169,0.999990423,0.984050078,0.999015744,0.999917836,0.999987328,0.998983359,0.884083222,0.999503019,0.975886533,0.691356072,0.507552085,0.965863965,0.49843347,0.869475448,0.895075365,0.999956195,0.999510522,0.999945874
(Adult) Smooth Muscle Colon 2,0.609876629,0.095081386,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.410361882,0.912957929,0.999309934,0.598229566,0.749877611,0.7306839,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.988035941,0.99999998,0.109845817,0.937142063,0.405647877,0.583601854,0.676255655,0.468643482,2.93E-05,0.225943523,0.344970129,0.503322187,0.60348136,0.338139031,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.930855304,0.999503019,0.975886533,0.606468049,0.400439042,0.965863965,0.49843347,0.855491368,0.713856905,0.999956195,0.999510522,0.999945874
(Adult) Smooth Muscle Gastric-Esophageal Junction,0.880874348,0.141286495,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.0759223,0.458165606,0.978571449,0.63510973,0.888926081,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.867514516,0.99999998,0.103385706,0.937142063,0.009415916,0.138974052,0.217446913,0.157132708,0.001286699,0.297714263,0.558057894,0.514159868,0.643326362,0.796014195,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.885263299,0.999503019,0.975886533,0.275966163,0.400439042,0.965863965,0.49843347,0.869475448,0.856547062,0.999956195,0.999510522,0.999945874
(Adult) Smooth Muscle Gastro-Intestinal,0.583485418,0.585899401,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.964388189,0.811749146,0.369576707,0.901636561,0.999309934,0.764841033,0.749877611,0.7306839,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.938443219,0.99999998,0.125671859,0.937142063,0.246479284,0.322725127,0.481981621,0.147640457,0.000785224,0.653830531,0.718624407,0.60799343,0.505113185,0.927011831,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.964114412,0.999503019,0.975886533,0.193310371,0.382732801,0.965863965,0.49843347,0.869475448,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Smooth Muscle General,0.535074696,0.047593391,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.835897363,0.77473332,0.999879137,0.999309934,0.557789715,0.889395581,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.976627747,0.99999998,0.295849282,0.937142063,0.998668908,0.999957488,0.812541395,0.828260629,0.001651976,0.136018397,0.321124249,0.643795363,0.385196802,0.995288859,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.884083222,0.999503019,0.975886533,0.095290037,0.400439042,0.965863965,0.539205799,0.869475448,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Smooth Muscle Mucosal,0.724547835,0.290964808,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.964388189,0.811749146,0.21581539,0.750388456,0.999309934,0.400629042,0.749877611,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.521571464,0.99999998,0.313890647,0.937142063,0.246479284,0.205479688,0.093453594,0.413387107,0.001386122,0.139789349,0.510193711,0.297319586,0.780090866,0.458336038,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.755515148,0.999503019,0.975886533,0.252029446,0.430741413,0.965863965,0.49843347,0.855491368,0.712550999,0.999956195,0.999510522,0.999945874
(Adult) Smooth Muscle Muscularis 1,0.609876629,0.212854944,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.850552848,0.073612134,0.321643254,0.65518139,0.400629042,0.749877611,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.976627747,0.99999998,0.052495566,0.937142063,0.098044006,0.399418183,0.244760334,0.197227191,3.99E-05,0.225943523,0.344970129,0.499071726,0.445175444,0.59628521,0.498894726,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.930855304,0.999503019,0.975886533,0.660564088,0.430741413,0.965863965,0.49843347,0.678334824,0.687448567,0.999956195,0.999510522,0.999945874
(Adult) Smooth Muscle Muscularis 2,0.774842256,0.141286495,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.229322975,0.321643254,0.999309934,0.378875501,0.890133079,0.7306839,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.938443219,0.99999998,0.078434618,0.937142063,0.246479284,0.999957488,0.593919028,0.562380813,0.001862094,0.397066691,0.365623918,0.503322187,0.279714849,0.796014195,0.727028161,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.930855304,0.999503019,0.975886533,0.649749964,0.430741413,0.965863965,0.513538002,0.768037188,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Smooth Muscle Muscularis 3,0.78881848,0.24346291,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.278142451,0.414952337,0.999309934,0.557789715,0.749877611,0.7306839,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.88984693,0.99999998,0.10757465,0.947126151,0.072706311,0.101164591,0.172491036,0.145280202,1.88E-07,0.139789349,0.351492569,0.368870058,0.253557613,0.206421105,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.930855304,0.999503019,0.975886533,0.425959706,0.430741413,0.965863965,0.49843347,0.916744813,0.930977385,0.999956195,0.999510522,0.999945874
(Adult) Smooth Muscle Uterine,0.609876629,0.095081386,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.940138471,0.811749146,0.345715104,0.386462673,0.999309934,0.658960633,0.749877611,0.7306839,0.999939253,0.985071189,0.999892384,0.999993749,0.777241407,0.751238256,0.99999998,0.10757465,0.937142063,0.819135113,0.698274604,0.506613386,0.157132708,6.09E-06,0.086691204,0.273834367,0.368870058,0.297274154,0.405456996,0.999989169,0.999990423,0.984050078,0.999015744,0.999917836,0.999987328,0.998983359,0.884083222,0.999503019,0.975886533,0.203080131,0.400439042,0.965863965,0.49843347,0.946949565,0.687448567,0.999956195,0.999510522,0.999945874
(Adult) Smooth Muscle Vaginal,0.519082629,0.038961275,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.811749146,0.760784599,0.999879137,0.999309934,0.653529371,0.749877611,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.938443219,0.99999998,0.668507011,0.937142063,0.998668908,0.999957488,0.806844858,0.789334605,0.002022468,0.139789349,0.273834367,0.297319586,0.780090866,0.927011831,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.930855304,0.999503019,0.975886533,0.203080131,0.430741413,0.965863965,0.537347005,0.869475448,0.712550999,0.999956195,0.999510522,0.999945874
(Adult) Mesothelial,0.609876629,0.116953951,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.242220751,0.999879137,0.999309934,0.400629042,0.749877611,0.822841983,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.878740868,0.99999998,0.116537363,0.999445496,0.998668908,0.999957488,0.99974979,0.935261653,0.01518825,0.060535013,0.013986804,0.371521724,0.550112451,0.927011831,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.884083222,0.999503019,0.975886533,0.516255181,0.464523967,0.979843343,0.672911297,0.925186826,0.712550999,0.999956195,0.999510522,0.999945874
(Adult) Adipocyte,0.741604864,0.656937882,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.67622406,0.999879137,0.999309934,0.63510973,0.800605,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.979113846,0.451062896,0.99999998,0.106542297,0.937142063,0.949209713,0.698274604,0.801775026,0.452688193,0.000161948,0.225943523,0.273834367,0.514159868,0.602076841,0.333854769,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.401356797,0.999503019,0.975886533,0.790271979,0.587420021,0.965863965,0.49843347,0.656566638,0.687448567,0.999956195,0.999510522,0.999945874
(Adult) Satellite,0.609876629,0.090840644,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.502121574,0.999879137,0.999309934,0.383912357,0.749877611,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.976627747,0.99999998,0.734510062,0.937142063,0.819135113,0.999957488,0.504838898,0.562380813,5.41E-06,0.236391035,0.338279778,0.024565904,0.426955332,0.338139031,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.964114412,0.999503019,0.975886533,0.095290037,0.430741413,0.965863965,0.832153316,0.955113,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Luteal,0.78881848,0.24346291,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.060762277,0.890358736,0.999309934,0.760935711,0.757858446,0.534406366,0.999939253,0.985071189,0.999892384,0.999993749,0.879642241,0.816139428,0.99999998,0.571385989,0.937142063,0.949209713,0.964793318,0.504612163,0.245610316,1.09E-07,0.139789349,0.273834367,0.325927351,0.625307288,0.333854769,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.88970761,0.999503019,0.975886533,0.214299722,0.430741413,0.965863965,0.49843347,0.855491368,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Nerve Stromal,0.516716052,0.24346291,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.811749146,0.224803651,0.999879137,0.999309934,0.776023048,0.800605,0.679772552,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.770608103,0.99999998,0.286811795,0.983349776,0.611516929,0.999957488,0.453173797,0.465474198,1.43E-07,0.04864819,0.42387213,0.297319586,0.253371579,0.166353659,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.964114412,0.999503019,0.975886533,0.193310371,0.587420021,0.965863965,0.562658712,0.768037188,0.887861089,0.999956195,0.999510522,0.999945874
(Adult) Fibro Muscle,0.516716052,0.156487147,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.313247219,0.41712195,0.999309934,0.615812766,0.749877611,0.70263394,0.999939253,0.985071189,0.999892384,0.999993749,0.84149229,0.521571464,0.99999998,0.724509204,0.872085645,0.81976977,0.489723907,0.071129172,0.138342233,7.82E-09,0.060535013,0.365623918,0.454679541,0.314057749,0.053095548,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.930855304,0.999503019,0.975886533,0.193310371,0.633443176,0.965863965,0.49843347,0.869475448,0.798400196,0.999956195,0.999510522,0.999945874
(Adult) Fibro Gastro-Intestinal,0.516716052,0.317517864,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.298707502,0.295231499,0.352019068,0.685758753,0.749877611,0.786392103,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.976627747,0.99999998,0.680239448,0.937142063,0.246479284,0.698274604,0.06338966,0.008338729,8.91E-07,0.224810675,0.379666352,0.48574924,0.496832379,0.523282871,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.964114412,0.999503019,0.975886533,0.252029446,0.475403336,0.965863965,0.537347005,0.955113,0.960135602,0.999956195,0.999510522,0.999945874
(Adult) Fibro Nerve,0.22469822,0.317517864,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.964388189,0.811749146,0.189489328,0.396640764,0.999309934,0.956764607,0.749877611,0.629729581,0.999939253,0.985071189,0.999892384,0.999993749,0.777241407,0.857195657,0.99999998,0.122199268,0.938071076,0.276066316,0.322725127,0.355933256,0.117274322,3.60E-08,0.04864819,0.365623918,0.297319586,0.27008961,0.437094873,0.999989169,0.999990423,0.368217687,0.999015744,0.999917836,0.999987328,0.998983359,0.930855304,0.999503019,0.975886533,0.203080131,0.633443176,0.983484555,0.688242739,0.869475448,0.798400196,0.999956195,0.999510522,0.999945874
(Adult) Fibro Epithelial,0.519082629,0.128193995,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.964388189,0.811749146,0.242220751,0.295231499,0.999309934,0.319697948,0.749877611,0.534406366,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.968816264,0.99999998,0.435981227,0.937142063,0.391749562,0.704723231,0.10343504,0.155054653,7.67E-09,0.04864819,0.344970129,0.368870058,0.314057749,0.166353659,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.884083222,0.999503019,0.975886533,0.095290037,0.461833708,0.965863965,0.49843347,0.946949565,0.678859058,0.999956195,0.999510522,0.999945874
(Adult) Fibro General,0.714073999,0.653493103,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.964388189,0.811749146,0.028391047,0.004915487,0.077866731,0.764841033,0.757858446,0.534406366,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.94697394,0.99999998,0.321525119,0.807206408,0.300985845,0.205479688,0.064132265,0.003423634,1.33E-11,0.138183977,0.370122935,0.499071726,0.438885752,0.025562792,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.964360934,0.999503019,0.975886533,0.203080131,0.541977676,0.965863965,0.49843347,0.916744813,0.922691954,0.999956195,0.999510522,0.999945874
(Adult) Cardiac Fibroblast,0.609876629,0.445523906,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.999507372,0.811749146,0.014738951,0.032837616,0.132085447,0.685758753,0.757858446,0.683850435,0.999939253,0.985071189,0.999892384,0.999993749,0.999999976,0.938443219,0.99999998,0.058314686,0.937142063,0.611516929,0.103970512,0.011148461,0.002765748,1.28E-10,0.04864819,0.344970129,0.325927351,0.716236568,0.166353659,0.999989169,0.999990423,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.956581542,0.999503019,0.975886533,0.252029446,0.630548488,0.965863965,0.582023365,0.855491368,0.937752761,0.999956195,0.999510522,0.999945874
(Adult) Type II Skeletal Myocyte,0.741604864,0.317427762,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.97996127,0.999879137,0.999309934,0.280970104,0.865538419,0.7306839,0.999939253,0.985071189,0.722521991,0.999993749,0.793314517,0.751238256,0.99999998,0.111562179,0.937142063,0.998668908,0.999957488,0.99974979,0.998718404,0.006413663,0.297714263,0.485545761,0.499071726,0.763016083,0.981994848,0.999989169,0.200234331,0.994119482,0.999015744,0.999917836,0.849393654,0.998983359,0.964114412,0.999503019,0.975886533,0.37824941,0.676004195,0.965863965,0.667857926,0.869475448,0.822211955,0.999956195,0.999510522,0.999945874
(Adult) Type I Skeletal Myocyte,0.920074107,0.396750724,0.999999017,1,0.999990527,0.999771181,0.999904719,0.999884532,0.999999443,0.999117682,0.997181788,0.998669273,0.999957643,0.932740217,0.811749146,0.954344727,0.999879137,0.999309934,0.369717876,0.888926081,0.7306839,0.999939253,0.985071189,0.722521991,0.999993749,0.879642241,0.751238256,0.99999998,0.081706721,0.937142063,0.998668908,0.999957488,0.99974979,0.935261653,0.01290315,0.40706863,0.365623918,0.549818446,0.754791657,0.995288859,0.999989169,0.165902582,0.994119482,0.999015744,0.999917836,0.999987328,0.998983359,0.969568402,0.999503019,0.975886533,0.519679871,0.676004195,0.965863965,0.702868603,0.869475448,0.822211955,0.999956195,0.999510522,0.999945874
(Fetal) Skeletal Myocyte 1,0.977211261,0.494318162,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.947617722,0.999999999,0.999912891,0.732433872,0.987743386,0.999992392,0.999997634,0.79883114,0.885358336,0.081360169,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.84737569,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.011267347,0.630567602,0.744384305,0.538401647,0.958249916,0.65376336,0.999977492,0.785559107,0.871264632,0.999967953,0.999999802,0.999992186,0.996111174,0.980602261,0.999997984,0.971981326,0.189753575,0.284287803,0.575048031,0.556351671,0.944201539,0.778103761,0.999999649,0.999998434,0.999920349
(Fetal) Skeletal Myocyte 2,0.582571521,0.131113955,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.616825506,0.987743386,0.999992392,0.999997634,0.393116162,0.553882535,0.442026288,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.554110596,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.166820517,0.784307014,0.413432516,0.646574553,0.982570391,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.819587905,0.999997984,0.971981326,0.684806583,0.636373376,0.885902961,0.465817399,0.427426376,0.710175328,0.999999649,0.999998434,0.999920349
(Fetal) Skeletal Myocyte 3,0.912148612,0.184463701,0.999999997,1,0.999982748,0.999979046,0.998319619,0.9995035,0.998851383,0.999848046,0.999976327,0.898346395,0.999999999,0.999912891,0.770086085,0.987743386,0.999992392,0.999997634,0.393116162,0.535394893,0.114700573,0.999860706,0.993901507,0.999996815,0.999999994,1,0.999945997,0.999999751,0.846399805,0.999993755,0.999942835,0.999915887,0.999999952,0.999996359,0.137334371,0.662826853,0.413432516,0.538401647,0.958249916,0.999524326,0.999977492,1,0.998197384,0.999967953,0.999999802,0.999992186,0.996111174,0.956635067,0.999997984,0.971981326,0.566491408,0.284287803,0.579702458,0.430905773,0.674302148,0.883567937,0.999999649,0.999998434,0.999920349
